tier,row,sentence,expected,transcript,kana_expected,kana_transcript,edit_distance,length_delta,status
4,128,確認モーダルを表示してください。,確認モーダルを表示してください。,確認モダルを表示してください,カクニンモーダルヲヒョウジシテクダサイ,カクニンモダルヲヒョウジシテクダサイ,1,1,MISMATCH
4,136,ロジックをコントローラーに移動してください。,ロジックをコントローラーに移動してください。,ロジックをコントローラーに移動してください,ロジックヲコントローラーニイドウシテクダサイ,ロジックヲコントローラーニイドウシテクダサイ,0,0,OK
4,141,リクエストにはDTOを使ってください。,リクエストにはディーティーオーを使ってください。,リクエストにはETOを使ってください,リクエストニハディーティーオーヲツカッテクダサイ,リクエストニハヲツカッテクダサイ,8,8,LIKELY_ELISION
4,142,認証ミドルウェアを追加してください。,認証ミドルウェアを追加してください。,認証ミドルウェアを追加してください,ニンショウミドルウェアヲツイカシテクダサイ,ニンショウミドルウェアヲツイカシテクダサイ,0,0,OK
4,144,認証にはガードを使ってください。,認証にはガードを使ってください。,認証にはアドを使ってください,ニンショウニハガードヲツカッテクダサイ,ニンショウニハアドヲツカッテクダサイ,2,1,MISMATCH
4,148,リクエストボディをデシリアライズしてください。,リクエストボディをデシリアライズしてください。,リクエストボディをデシリアライズしてください,リクエストボディヲデシリアライズシテクダサイ,リクエストボディヲデシリアライズシテクダサイ,0,0,OK
4,159,cronスケジューラで実行してください。,クーロンスケジューラで実行してください。,クールオンスケジューラーで実行してください,クーロンスケジューラデジッコウシテクダサイ,クールオンスケジューラーデジッコウシテクダサイ,3,-2,MISMATCH
4,165,結果を100件に制限してください。,結果を100件に制限してください。,結果を100件に制限してください,ケッカヲケンニセイゲンシテクダサイ,ケッカヲケンニセイゲンシテクダサイ,0,0,OK
4,166,ステータスでフィルタリングしてください。,ステータスでフィルタリングしてください。,ステータスでフィルタリングしてください,ステータスデフィルタリングシテクダサイ,ステータスデフィルタリングシテクダサイ,0,0,OK
4,176,イベントを発行してください。,イベントを発行してください。,イベントを発行してください,イベントヲハッコウシテクダサイ,イベントヲハッコウシテクダサイ,0,0,OK
4,178,イベントをサブスクライブしてください。,イベントをサブスクライブしてください。,イベントをサブスクライブしてください,イベントヲサブスクライブシテクダサイ,イベントヲサブスクライブシテクダサイ,0,0,OK
4,179,キューにメッセージを送信してください。,キューにメッセージを送信してください。,急にメッセージを送信してください,キューニメッセージヲソウシンシテクダサイ,キュウニメッセージヲソウシンシテクダサイ,1,0,MISMATCH
4,182,ソースからデータを抽出してください。,ソースからデータを抽出してください。,ソースからデータを抽出してください,ソースカラデータヲチュウシュツシテクダサイ,ソースカラデータヲチュウシュツシテクダサイ,0,0,OK
4,189,データウェアハウスにクエリしてください。,データウェアハウスにクエリしてください。,データウェアハウスにクエリーしてください,データウェアハウスニクエリシテクダサイ,データウェアハウスニクエリーシテクダサイ,1,-1,MISMATCH
5,11,いい指摘ですね、考えていませんでした。,いい指摘ですね、考えていませんでした。,いい指摘ですね、考えていませんでした。,イイシテキデスネカンガエテイマセンデシタ,イイシテキデスネカンガエテイマセンデシタ,0,0,OK
5,18,簡単なまとめです。,簡単なまとめです。,簡単なまとめです,カンタンナマトメデス,カンタンナマトメデス,0,0,OK
5,22,合意は取れましたか？,合意は取れましたか？,合意は取れましたか,ゴウイハトレマシタカ,ゴウイハトレマシタカ,0,0,OK
5,25,考慮すべきトレードオフがあります。,考慮すべきトレードオフがあります。,考慮すべきトレードオフがあります,コウリョスベキトレードオフガアリマス,コウリョスベキトレードオフガアリマス,0,0,OK
5,34,これはスコープ内ですか？,これはスコープ内ですか？,これはスコープないですか,コレハスコープナイデスカ,コレハスコープナイデスカ,0,0,OK
5,42,これは厳しい要件ですか？,これは厳しい要件ですか？,これは厳しい要件ですか,コレハキビシイヨウケンデスカ,コレハキビシイヨウケンデスカ,0,0,OK
5,60,ちなみに、その修正は素晴らしい仕事でした。,ちなみに、その修正は素晴らしい仕事でした。,ちなみに、その修正は素晴らしい仕事でした。,チナミニソノシュウセイハスバラシイシゴトデシタ,チナミニソノシュウセイハスバラシイシゴトデシタ,0,0,OK
5,65,明日また話しましょう。,明日また話しましょう。,明日また話しましょう,アスマタハナシマショウ,アスマタハナシマショウ,0,0,OK
5,66,今週連絡を取れますか？,今週連絡を取れますか？,今週連絡を取れますか,コンシュウレンラクヲトレマスカ,コンシュウレンラクヲトレマスカ,0,0,OK
5,67,進捗を確認しています。,進捗を確認しています。,新職を確認しています,シンチョクヲカクニンシテイマス,シンショクヲカクニンシテイマス,1,0,MISMATCH
5,68,簡単な更新です。,簡単な更新です。,簡単な更新です,カンタンナコウシンデス,カンタンナコウシンデス,0,0,OK
5,78,スレッドで続けてください。,スレッドで続けてください。,スレットで続けてください,スレッドデツヅケテクダサイ,スレットデツヅケテクダサイ,1,0,MISMATCH
5,83,同意なら絵文字でリアクトしてください。,同意なら絵文字でリアクトしてください。,同意なら絵文字でリアクトしてください,ドウイナラエモジデリアクトシテクダサイ,ドウイナラエモジデリアクトシテクダサイ,0,0,OK
5,91,午後2時に空いていますか？,午後2時に空いていますか？,午後2時に会えていますか,ゴゴジニアイテイマスカ,ゴゴジニアエテイマスカ,1,0,MISMATCH
5,98,これは非同期で処理しましょう。,これは非同期で処理しましょう。,これは非動機で処理しましょう。,コレハヒドウキデショリシマショウ,コレハヒドウキデショリシマショウ,0,0,OK
6,8,範囲には...が含まれます。,範囲には...が含まれます。,ハイニワーが含まれます,ハンイニハガフクマレマス,ハイニワーガフクマレマス,3,0,MISMATCH
6,19,こちらが主要なメトリクスです。,こちらが主要なメトリクスです。,こちらが主要なメトリクスです,コチラガシュヨウナメトリクスデス,コチラガシュヨウナメトリクスデス,0,0,OK
6,20,データが示すところによると...,データが示すところによると...。,データが示すところによると,データガシメストコロニヨルト,データガシメストコロニヨルト,0,0,OK
6,25,重要な持ち帰りは...,重要な持ち帰りは...。,重要な持ち帰りは,ジュウヨウナモチカエリハ,ジュウヨウナモチカエリハ,0,0,OK
6,29,ここまでで質問はありますか？,ここまでで質問は、ありますか？,ここまでで質問はありますか,ココマデデシツモンハアリマスカ,ココマデデシツモンハアリマスカ,0,0,OK
6,30,フィードバックをいただけると嬉しいです。,フィードバックをいただけると嬉しいです。,フィードバックをいただけると嬉しいです,フィードバックヲイタダケルトウレシイデス,フィードバックヲイタダケルトウレシイデス,0,0,OK
6,40,そのポイントに戻ると...,そのポイントに戻ると...。,そのポイントに戻ると,ソノポイントニモドルト,ソノポイントニモドルト,0,0,OK
6,41,先ほど述べたように...,先ほど述べたように...。,先ほど述べたように,サキホドノベタヨウニ,サキホドノベタヨウニ,0,0,OK
6,47,主な利点は...です。,主な利点は...です。,主な利点はです,オモナリテンハデス,オモナリテンハデス,0,0,OK
6,48,課題は...です。,課題は...です。,課題は「う」です,カダイハデス,カダイハウデス,1,-1,MISMATCH
6,57,新入社員のメンティーがいます。,新入社員のメンティーがいます。,侵入社員のメンティーがいます,シンニュウシャインノメンティーガイマス,シンニュウシャインノメンティーガイマス,0,0,OK
6,59,まだコードベースに立ち上がり中です。,まだコードベースに立ち上がり中です。,まだコードベースに立ち上がりなかです,マダコードベースニタチアガリチュウデス,マダコードベースニタチアガリナカデス,3,1,MISMATCH
6,69,OKRを更新してください。,オーケーアールを更新してください。,OKRを更新してください,オーケーアールヲコウシンシテクダサイ,ヲコウシンシテクダサイ,7,7,LIKELY_ELISION
6,74,責任をオーナーシップしてください。,責任をオーナーシップしてください。,責任をオーナーシップしてください,セキニンヲオーナーシップシテクダサイ,セキニンヲオーナーシップシテクダサイ,0,0,OK
6,95,理解するために聞いてください。,理解するために聞いてください。,理解するために聞いてください,リカイスルタメニキイテクダサイ,リカイスルタメニキイテクダサイ,0,0,OK
6,96,ユーザーに共感を示してください。,ユーザーに共感を示してください。,ユーザーに共感を示してください,ユーザーニキョウカンヲシメシテクダサイ,ユーザーニキョウカンヲシメシテクダサイ,0,0,OK
6,101,本日は弊社のクラウド移行プロジェクトについてご説明いたします。,本日は弊社のクラウド移行プロジェクトについてご説明いたします。,本日は弊社のクラウド移行プロジェクトについてご説明いたします。,ホンジツハヘイシャノクラウドイコウプロジェクトニツイテゴセツメイイタシマス,ホンジツハヘイシャノクラウドイコウプロジェクトニツイテゴセツメイイタシマス,0,0,OK
6,111,マイクロサービス化が完了しているという前提でお話しさせていただきます。,マイクロサービス化が完了しているという前提でお話しさせていただきます。,マイクロサービスから完了しているという 前提でお話させていただきます,マイクロサービスカガカンリョウシテイルトイウゼンテイデオハナシサセテイタダキマス,マイクロサービスカラカンリョウシテイルトイウゼンテイデオハナサセテイタダキマス,2,1,MISMATCH
7,8,TypeScriptを用いたフロントエンド開発の経験がございます。,タイプスクリプトを用いたフロントエンド開発の経験がございます。,タイプスクリプトを用いたフロントエンド開発の経験がございます,タイプスクリプトヲモチイタフロントエンドカイハツノケイケンガゴザイマス,タイプスクリプトヲモチイタフロントエンドカイハツノケイケンガゴザイマス,0,0,OK
7,11,APIのレスポンスタイムを40パーセント改善いたしました。,エーピーアイのレスポンスタイムを40パーセント改善いたしました。,APIのレスポンスタイムを40%改善いたしました。,エーピーアイノレスポンスタイムヲパーセントカイゼンイタシマシタ,ノレスポンスタイムヲカイゼンイタシマシタ,11,11,LIKELY_ELISION
7,20,御社のエンジニアリングカルチャーに大変魅力を感じております。,御社のエンジニアリングカルチャーに大変魅力を感じております。,音車のエンジニアリングカルチャーに 大変魅力を感じております,ゴシャノエンジニアリングカルチャーニタイヘンミリョクヲカンジテオリマス,オンシャノエンジニアリングカルチャーニタイヘンミリョクヲカンジテオリマス,2,-1,MISMATCH
7,25,エンジニアのキャリアパスについてお聞かせいただけますでしょうか。,エンジニアのキャリアパスについてお聞かせいただけますでしょうか。,エンジニアのキャリアパスについてお聞かせいただけますでしょうか,エンジニアノキャリアパスニツイテオキカセイタダケマスデショウカ,エンジニアノキャリアパスニツイテオキカセイタダケマスデショウカ,0,0,OK
7,29,現時点では経験がございませんが短期間で習得できる自信がございます。,現時点では経験がございませんが短期間で習得できる自信がございます。,現時点では経験がございませんが短期間で習得できる自信がございます,ゲンジテンデハケイケンガゴザイマセンガタンキカンデシュウトクデキルジシンガゴザイマス,ゲンジテンデハケイケンガゴザイマセンガタンキカンデシュウトクデキルジシンガゴザイマス,0,0,OK
8,8,先週のマイグレーションの影響を受けている可能性があります。,先週のマイグレーションの影響を受けている可能性があります。,先週のマイグレーションの影響を受けている可能性があります,センシュウノマイグレーションノエイキョウヲウケテイルカノウセイガアリマス,センシュウノマイグレーションノエイキョウヲウケテイルカノウセイガアリマス,0,0,OK
8,15,AとBのどちらのアプローチが良いと思いますか。,AとBのどちらのアプローチが良いと思いますか。,AとBのどちらのアプローチが良いと思いますか。,トノドチラノアプローチガヨイトオモイマスカ,トノドチラノアプローチガヨイトオモイマスカ,0,0,OK
9,6,ハルシネーションを防ぐためにファクトチェックが必要です。,ハルシネーションを防ぐためにファクトチェックが必要です。,ハルシネーションを防ぐためにファクトチェックが必要です,ハルシネーションヲフセグタメニファクトチェックガヒツヨウデス,ハルシネーションヲフセグタメニファクトチェックガヒツヨウデス,0,0,OK
9,9,人間の介入なしでエージェントを自律的に稼働させたいです。,人間の介入なしでエージェントを自律的に稼働させたいです。,人間の介入なしでエージェントを自立 的に稼働させたいです,ニンゲンノカイニュウナシデエージェントヲジリツテキニカドウサセタイデス,ニンゲンノカイニュウナシデエージェントヲジリツテキニカドウサセタイデス,0,0,OK
9,12,生成AIの回答を鵜呑みにせずレビューしてください。,生成エーアイの回答を鵜呑みにせずレビューしてください。,生成AIの回答をおのみにせずレビューしてください,セイセイエーアイノカイトウヲウノミニセズレビューシテクダサイ,セイセイノカイトウヲオノミニセズレビューシテクダサイ,5,4,LIKELY_ELISION
9,16,ファイル編集後にリンターを実行するフックを設定してください。,ファイル編集後にリンターを実行するフックを設定してください。,ファイル編集後にリンターを実行するフックを設定してください。,ファイルヘンシュウゴニリンターヲジッコウスルフックヲセッテイシテクダサイ,ファイルヘンシュウゴニリンターヲジッコウスルフックヲセッテイシテクダサイ,0,0,OK
9,19,バイブコーディングではなくテストを書いて品質を担保しましょう。,バイブコーディングではなくテストを書いて品質を担保しましょう。,バイブコーディングではなくテストを書いて品質を担保しましょう。,バイブコーディングデハナクテストヲカイテヒンシツヲタンポシマショウ,バイブコーディングデハナクテストヲカイテヒンシツヲタンポシマショウ,0,0,OK
9,24,ベクトルデータベースに社内文書を格納してRAGを構築しましょう。,ベクトルデータベースに社内文書を格納してアールエージーを構築しましょう。,ベクトルデータベースに社内文書を確認して RAZを構築しましょう。,ベクトルデータベースニシャナイブンショヲカクノウシテアールエージーヲコウチクシマショウ,ベクトルデータベースニシャナイブンショヲカクニンシテヲコウチクシマショウ,9,7,LIKELY_ELISION
9,25,RAGを使えば社内ドキュメントを参照して正確な回答を生成できます。,アールエージーを使えば社内ドキュメントを参照して正確な回答を生成できます。,RAZを使えば社内ドキュメントを参照して正確な回答を生成できます。,アールエージーヲツカエバシャナイドキュメントヲサンショウシテセイカクナカイトウヲセイセイデキマス,ヲツカエバシャナイドキュメントヲサンショウシテセイカクナカイトウヲセイセイデキマス,7,7,LIKELY_ELISION
9,29,エージェントはツール呼び出しで外部システムにアクセスできます。,エージェントはツール呼び出しで外部システムにアクセスできます。,エージェントはツール呼び出しで外部システムにアクセスできます。,エージェントハツールヨビダシデガイブシステムニアクセスデキマス,エージェントハツールヨビダシデガイブシステムニアクセスデキマス,0,0,OK
9,30,ストリーミングを有効にすると応答の体感速度が向上します。,ストリーミングを有効にすると応答の体感速度が向上します。,ストリーミングを有効にすると大当の体感速度が向上します,ストリーミングヲユウコウニスルトオウトウノタイカンソクドガコウジョウシマス,ストリーミングヲユウコウニスルトダイトウノタイカンソクドガコウジョウシマス,2,0,MISMATCH
9,42,創造的な文章には温度を高く設定し正確さが必要なら低くします。,創造的な文章には温度を高く設定し正確さが必要なら低くします。,想像的な文章には温度を高く設定し性格差が必要なら低くします。,ソウゾウテキナブンショウニハオンドヲタカクセッテイシセイカクサガヒツヨウナラヒククシマス,ソウゾウテキナブンショウニハオンドヲタカクセッテイシセイカクサガヒツヨウナラヒククシマス,0,0,OK
10,1,APIの仕様書を最新の状態に保ってください。,エーピーアイの仕様書を最新の状態に保ってください。,APIの使用書を最新の状態に保ってください,エーピーアイノシヨウショヲサイシンノジョウタイニタモッテクダサイ,ノシヨウショヲサイシンノジョウタイニタモッテクダサイ,6,6,LIKELY_ELISION
10,3,READMEに使い方の例を追加してください。,リードミーに使い方の例を追加してください。,リードミーに使い方の例を追加してください,リードミーニツカイカタノレイヲツイカシテクダサイ,リードミーニツカイカタノレイヲツイカシテクダサイ,0,0,OK
10,6,手順書を更新して新しいデプロイフローを反映させました。,手順書を更新して新しいデプロイフローを反映させました。,手順書を更新して新しいデプロイフロを反映させました,テジュンショヲコウシンシテアタラシイデプロイフローヲハンエイサセマシタ,テジュンショヲコウシンシテアタラシイデプロイフロヲハンエイサセマシタ,1,1,MISMATCH
10,9,リリースノートの解説記事を技術ブログに投稿しました。,リリースノートの解説記事を技術ブログに投稿しました。,リリースノートの解説記事を技術ブログに投稿しました。,リリースノートノカイセツキジヲギジュツブログニトウコウシマシタ,リリースノートノカイセツキジヲギジュツブログニトウコウシマシタ,0,0,OK
10,10,この記事にベンチマーク結果のまとめが載っています。,この記事にベンチマーク結果のまとめが載っています。,この記事にベンチマーク結果のまとめが載っています,コノキジニベンチマークケッカノマトメガノッテイマス,コノキジニベンチマークケッカノマトメガノッテイマス,0,0,OK
10,16,ドキュメントの目次を整理してください。,ドキュメントの目次を整理してください。,ドキュメントの目地を整理してください。,ドキュメントノモクジヲセイリシテクダサイ,ドキュメントノメジヲセイリシテクダサイ,2,1,MISMATCH
10,25,議事録は会議の翌日までに共有してください。,議事録は会議の翌日までに共有してください。,議事録は会議の翌日までに共有してください,ギジロクハカイギノヨクジツマデニキョウユウシテクダサイ,ギジロクハカイギノヨクジツマデニキョウユウシテクダサイ,0,0,OK
10,37,ドキュメントにサンプルコードを必ず含めてください。,ドキュメントにサンプルコードを必ず含めてください。,ドキュメントにサンプルコードを必ず含めてください,ドキュメントニサンプルコードヲカナラズフクメテクダサイ,ドキュメントニサンプルコードヲカナラズフクメテクダサイ,0,0,OK
10,45,チームの方針として小さく頻繁にデプロイすることにしました。,チームの方針として小さく頻繁にデプロイすることにしました。,チームの方針として小さく頻繁にデプロイすることにしました,チームノホウシントシテチイサクヒンパンニデプロイスルコトニシマシタ,チームノホウシントシテチイサクヒンパンニデプロイスルコトニシマシタ,0,0,OK
