Sentence,Translation,Cloze,Pronunciation,TTSPronunciation,Note,KeyMeaning,Conjugations
1つの小さな変更後に承認します。,I'll approve it after one small change.,承認,1つの小【ちい】さな変更【へんこう】後【ご】に承認【しょうにん】します。,1つの小【ちい】さな変更【へんこう】後【ご】に承認【しょうにん】します。,Communication - Approval,approve,"<details class=""conjugation-section""><summary>Conjugations for 承認 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>承認する</td></tr><tr><td>Polite ます形</td><td>承認します</td></tr><tr><td>Negative ない形</td><td>承認しない</td></tr><tr><td>Te-form て形</td><td>承認して</td></tr><tr><td>Past た形</td><td>承認した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>承認できる</td></tr><tr><td>Passive 受身形</td><td>承認される</td></tr><tr><td>Causative 使役形</td><td>承認させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>承認させられる</td></tr><tr><td>Conditional 仮定形</td><td>承認すれば</td></tr><tr><td>Conditional たら形</td><td>承認したら</td></tr><tr><td>Volitional 意向形</td><td>承認しよう</td></tr><tr><td>Imperative 命令形</td><td>承認しろ</td></tr><tr><td>Want to たい形</td><td>承認したい</td></tr><tr><td>Should べき形</td><td>承認すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>承認なさる</td></tr><tr><td>Humble 謙譲語</td><td>承認いたす</td></tr></table></details>"
解決が必要なマージコンフリクトがあります。,I have a merge conflict I need to resolve.,コンフリクト,解決【かいけつ】が必要【ひつよう】なマージコンフリクトがあります。,解決【かいけつ】が必要【ひつよう】なマージコンフリクトが、あります。,Git - Conflict,conflict,
コンフリクトを解決しました。再レビューお願いします。,"I resolved the conflicts, please re-review.",解決,コンフリクトを解決【かいけつ】しました。再【さい】レビューお願【ねが】いします。,コンフリクトを解決【かいけつ】しました。再【さい】レビューお願【ねが】いします。,Other - Resolve,solve,"<details class=""conjugation-section""><summary>Conjugations for 解決 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>解決する</td></tr><tr><td>Polite ます形</td><td>解決します</td></tr><tr><td>Negative ない形</td><td>解決しない</td></tr><tr><td>Te-form て形</td><td>解決して</td></tr><tr><td>Past た形</td><td>解決した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>解決できる</td></tr><tr><td>Passive 受身形</td><td>解決される</td></tr><tr><td>Causative 使役形</td><td>解決させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>解決させられる</td></tr><tr><td>Conditional 仮定形</td><td>解決すれば</td></tr><tr><td>Conditional たら形</td><td>解決したら</td></tr><tr><td>Volitional 意向形</td><td>解決しよう</td></tr><tr><td>Imperative 命令形</td><td>解決しろ</td></tr><tr><td>Want to たい形</td><td>解決したい</td></tr><tr><td>Should べき形</td><td>解決すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>解決なさる</td></tr><tr><td>Humble 謙譲語</td><td>解決いたす</td></tr></table></details>"
マージ前にmainにリベースすべきです。,You should rebase on main before merging.,リベース,マージ前【まえ】にmainにリベースすべきです。,マージ前【まえ】にmainにリベースすべきです。,Git - Rebase,rebase,
テストするためにフィーチャーブランチをチェックアウトしてください。,Checkout the feature branch to test it.,チェックアウト,テストするためにフィーチャーブランチをチェックアウトしてください。,テストするためにフィーチャーブランチをチェックアウトしてください。,Git - Branch,check,"<details class=""conjugation-section""><summary>Conjugations for チェックアウト (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>チェックアウトする</td></tr><tr><td>Polite ます形</td><td>チェックアウトします</td></tr><tr><td>Negative ない形</td><td>チェックアウトしない</td></tr><tr><td>Te-form て形</td><td>チェックアウトして</td></tr><tr><td>Past た形</td><td>チェックアウトした</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>チェックアウトできる</td></tr><tr><td>Passive 受身形</td><td>チェックアウトされる</td></tr><tr><td>Causative 使役形</td><td>チェックアウトさせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>チェックアウトさせられる</td></tr><tr><td>Conditional 仮定形</td><td>チェックアウトすれば</td></tr><tr><td>Conditional たら形</td><td>チェックアウトしたら</td></tr><tr><td>Volitional 意向形</td><td>チェックアウトしよう</td></tr><tr><td>Imperative 命令形</td><td>チェックアウトしろ</td></tr><tr><td>Want to たい形</td><td>チェックアウトしたい</td></tr><tr><td>Should べき形</td><td>チェックアウトすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>チェックアウトなさる</td></tr><tr><td>Humble 謙譲語</td><td>チェックアウトいたす</td></tr></table></details>"
まず変更をスタッシュさせてください。,Let me stash my changes first.,スタッシュ,まず変更【へんこう】をスタッシュさせてください。,まず、変更【へんこう】をスタッシュさせてください。,Git - Stash,stash,
差分は小さく、20行だけです。,"The diff is small, just 20 lines.",差分,差分【さぶん】は小【ちい】さく、20行【ぎょう】だけです。,差分【さぶん】は小【ちい】さく、20行【ぎょう】だけです。,Git - Diff,diff,
これは直接mainに入れるべきです。,This should go directly to main.,直接,これは直接【ちょくせつ】mainに入【い】れるべきです。,これは直接【ちょくせつ】mainに入【い】れるべきです。,Workflow - Direct,directly,
準備ができたらoriginにプッシュしてください。,Push to origin when you're ready.,準備ができたら,準備【じゅんび】ができたらoriginにプッシュしてください。,準備【じゅんび】が、できたらoriginにプッシュしてください。,Workflow - Status,when ready,"<details class=""conjugation-section""><summary>Conjugations for 準備ができたら (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>準備する</td></tr><tr><td>Polite ます形</td><td>準備します</td></tr><tr><td>Negative ない形</td><td>準備しない</td></tr><tr><td>Te-form て形</td><td>準備して</td></tr><tr><td>Past た形</td><td>準備した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>準備できる</td></tr><tr><td>Passive 受身形</td><td>準備される</td></tr><tr><td>Causative 使役形</td><td>準備させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>準備させられる</td></tr><tr><td>Conditional 仮定形</td><td>準備すれば</td></tr><tr><td>Conditional たら形</td><td>準備したら</td></tr><tr><td>Volitional 意向形</td><td>準備しよう</td></tr><tr><td>Imperative 命令形</td><td>準備しろ</td></tr><tr><td>Want to たい形</td><td>準備したい</td></tr><tr><td>Should べき形</td><td>準備すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>準備なさる</td></tr><tr><td>Humble 謙譲語</td><td>準備いたす</td></tr></table></details>"
リポジトリをクローンしてnpm installを実行してください。,Clone the repo and run npm install.,クローン,リポジトリをクローンしてnpm installを実行【じっこう】してください。,リポジトリをクローンしてnpm installを実行【じっこう】してください。,Git - Clone,clone,
リポジトリをフォークしてPRを提出してください。,Fork the repo and submit a PR.,フォーク,リポジトリをフォークしてPRを提出【ていしゅつ】してください。,リポジトリをフォークしてPRを提出【ていしゅつ】してください。,Git - Fork,fork,
そのコミットをすぐにリバートする必要があります。,We need to revert that commit immediately.,リバート,そのコミットをすぐにリバートする必要【ひつよう】があります。,そのコミットをすぐにリバートする必要【ひつよう】が、あります。,Git - Undo,revert,
その修正をリリースブランチにチェリーピックしてください。,Cherry-pick that fix to the release branch.,チェリーピック,その修正【しゅうせい】をリリースブランチにチェリーピックしてください。,その修正【しゅうせい】をリリースブランチにチェリーピックしてください。,Git - Cherry-Pick,pick,
マージ前にコミットをスカッシュしてください。,Squash your commits before merging.,スカッシュ,マージ前【まえ】にコミットをスカッシュしてください。,マージ前【まえ】にコミットをスカッシュしてください。,Git - Squash,squash,
このリリースをv2.0.0としてタグ付けしてください。,Tag this release as v2.0.0.,タグ,このリリースをv2.0.0としてタグ付【づ】けしてください。,このリリースをv2.0.0としてタグ付【づ】けしてください。,Git - Tag,tag,
リリースは金曜日に予定されています。,The release is scheduled for Friday.,リリース,リリースは金曜日【きんようび】に予定【よてい】されています。,リリースは金曜日【きんようび】に予定【よてい】されています。,Devops - Release,release,"<details class=""conjugation-section""><summary>Conjugations for リリース (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>リリースする</td></tr><tr><td>Polite ます形</td><td>リリースします</td></tr><tr><td>Negative ない形</td><td>リリースしない</td></tr><tr><td>Te-form て形</td><td>リリースして</td></tr><tr><td>Past た形</td><td>リリースした</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>リリースできる</td></tr><tr><td>Passive 受身形</td><td>リリースされる</td></tr><tr><td>Causative 使役形</td><td>リリースさせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>リリースさせられる</td></tr><tr><td>Conditional 仮定形</td><td>リリースすれば</td></tr><tr><td>Conditional たら形</td><td>リリースしたら</td></tr><tr><td>Volitional 意向形</td><td>リリースしよう</td></tr><tr><td>Imperative 命令形</td><td>リリースしろ</td></tr><tr><td>Want to たい形</td><td>リリースしたい</td></tr><tr><td>Should べき形</td><td>リリースすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>リリースなさる</td></tr><tr><td>Humble 謙譲語</td><td>リリースいたす</td></tr></table></details>"
どのバージョンを実行していますか？,What version are you running?,バージョン,どのバージョンを実行【じっこう】していますか？,どのバージョンを実行【じっこう】していますか？,Git - Version,version,
リリース前にchangelogを更新してください。,Update the changelog before release.,更新,リリース前【まえ】にchangelogを更新【こうしん】してください。,リリース前【まえ】にchangelogを更新【こうしん】してください。,Git - History,update,"<details class=""conjugation-section""><summary>Conjugations for 更新 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>更新する</td></tr><tr><td>Polite ます形</td><td>更新します</td></tr><tr><td>Negative ない形</td><td>更新しない</td></tr><tr><td>Te-form て形</td><td>更新して</td></tr><tr><td>Past た形</td><td>更新した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>更新できる</td></tr><tr><td>Passive 受身形</td><td>更新される</td></tr><tr><td>Causative 使役形</td><td>更新させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>更新させられる</td></tr><tr><td>Conditional 仮定形</td><td>更新すれば</td></tr><tr><td>Conditional たら形</td><td>更新したら</td></tr><tr><td>Volitional 意向形</td><td>更新しよう</td></tr><tr><td>Imperative 命令形</td><td>更新しろ</td></tr><tr><td>Want to たい形</td><td>更新したい</td></tr><tr><td>Should べき形</td><td>更新すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>更新なさる</td></tr><tr><td>Humble 謙譲語</td><td>更新いたす</td></tr></table></details>"
誰がこれを書いたか見るためにgit blameを使ってください。,Use git blame to see who wrote this.,書いた,誰【だれ】がこれを書【か】いたか見【み】るためにgit blameを使【つか】ってください。,誰【だれ】が、これを書【か】いたか見【み】るためにgit blameを使【つか】ってください。,Git - History,wrote,"<details class=""conjugation-section""><summary>Conjugations for 書いた (五段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>書く</td></tr><tr><td>Polite ます形</td><td>書きます</td></tr><tr><td>Negative ない形</td><td>書かない</td></tr><tr><td>Te-form て形</td><td>書いて</td></tr><tr><td>Past た形</td><td>書いた</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>書ける</td></tr><tr><td>Passive 受身形</td><td>書かれる</td></tr><tr><td>Causative 使役形</td><td>書かせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>書かせられる</td></tr><tr><td>Conditional 仮定形</td><td>書けば</td></tr><tr><td>Conditional たら形</td><td>書いたら</td></tr><tr><td>Volitional 意向形</td><td>書こう</td></tr><tr><td>Imperative 命令形</td><td>書け</td></tr><tr><td>Want to たい形</td><td>書きたい</td></tr><tr><td>Should べき形</td><td>書くべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>書かれる</td></tr><tr><td>Humble 謙譲語</td><td>お書きする</td></tr></table></details>"
最近の変更についてgit logを確認してください。,Check the git log for recent changes.,最近,最近【さいきん】の変更【へんこう】についてgit logを確認【かくにん】してください。,最近【さいきん】の変更【へんこう】についてgit logを確認【かくにん】してください。,Time - Past,recently,
コミット履歴を見てください。,Look at the commit history.,履歴,コミット履歴【りれき】を見【み】てください。,コミット履歴【りれき】を見【み】てください。,Git - History,history,
変更を破棄するためにHEADにリセットしてください。,Reset to HEAD to discard changes.,破棄,変更【へんこう】を破棄【はき】するためにHEADにリセットしてください。,変更【へんこう】を破棄【はき】するためにHEADにリセットしてください。,Other - Discard,discard,"<details class=""conjugation-section""><summary>Conjugations for 破棄 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>破棄する</td></tr><tr><td>Polite ます形</td><td>破棄します</td></tr><tr><td>Negative ない形</td><td>破棄しない</td></tr><tr><td>Te-form て形</td><td>破棄して</td></tr><tr><td>Past た形</td><td>破棄した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>破棄できる</td></tr><tr><td>Passive 受身形</td><td>破棄される</td></tr><tr><td>Causative 使役形</td><td>破棄させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>破棄させられる</td></tr><tr><td>Conditional 仮定形</td><td>破棄すれば</td></tr><tr><td>Conditional たら形</td><td>破棄したら</td></tr><tr><td>Volitional 意向形</td><td>破棄しよう</td></tr><tr><td>Imperative 命令形</td><td>破棄しろ</td></tr><tr><td>Want to たい形</td><td>破棄したい</td></tr><tr><td>Should べき形</td><td>破棄すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>破棄なさる</td></tr><tr><td>Humble 謙譲語</td><td>破棄いたす</td></tr></table></details>"
提出前にupstreamと同期してください。,Sync with upstream before submitting.,同期,提出【ていしゅつ】前【まえ】にupstreamと同期【どうき】してください。,提出【ていしゅつ】前【まえ】にupstreamと同期【どうき】してください。,Communication - Sync,sync,"<details class=""conjugation-section""><summary>Conjugations for 同期 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>同期する</td></tr><tr><td>Polite ます形</td><td>同期します</td></tr><tr><td>Negative ない形</td><td>同期しない</td></tr><tr><td>Te-form て形</td><td>同期して</td></tr><tr><td>Past た形</td><td>同期した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>同期できる</td></tr><tr><td>Passive 受身形</td><td>同期される</td></tr><tr><td>Causative 使役形</td><td>同期させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>同期させられる</td></tr><tr><td>Conditional 仮定形</td><td>同期すれば</td></tr><tr><td>Conditional たら形</td><td>同期したら</td></tr><tr><td>Volitional 意向形</td><td>同期しよう</td></tr><tr><td>Imperative 命令形</td><td>同期しろ</td></tr><tr><td>Want to たい形</td><td>同期したい</td></tr><tr><td>Should べき形</td><td>同期すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>同期なさる</td></tr><tr><td>Humble 謙譲語</td><td>同期いたす</td></tr></table></details>"
QA後に本番にデプロイします。,We'll deploy to production after QA.,デプロイ,QA後【ご】に本番【ほんばん】にデプロイします。,QA後【ご】に本番【ほんばん】にデプロイします。,Devops - Deploy,deploy,"<details class=""conjugation-section""><summary>Conjugations for デプロイ (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>デプロイする</td></tr><tr><td>Polite ます形</td><td>デプロイします</td></tr><tr><td>Negative ない形</td><td>デプロイしない</td></tr><tr><td>Te-form て形</td><td>デプロイして</td></tr><tr><td>Past た形</td><td>デプロイした</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>デプロイできる</td></tr><tr><td>Passive 受身形</td><td>デプロイされる</td></tr><tr><td>Causative 使役形</td><td>デプロイさせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>デプロイさせられる</td></tr><tr><td>Conditional 仮定形</td><td>デプロイすれば</td></tr><tr><td>Conditional たら形</td><td>デプロイしたら</td></tr><tr><td>Volitional 意向形</td><td>デプロイしよう</td></tr><tr><td>Imperative 命令形</td><td>デプロイしろ</td></tr><tr><td>Want to たい形</td><td>デプロイしたい</td></tr><tr><td>Should べき形</td><td>デプロイすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>デプロイなさる</td></tr><tr><td>Humble 謙譲語</td><td>デプロイいたす</td></tr></table></details>"
型エラーのためビルドが失敗しました。,The build failed due to a type error.,失敗,型【かた】エラーのためビルドが失敗【しっぱい】しました。,型【かた】エラーのためビルドが失敗【しっぱい】しました。,Debug - Failure,failure,"<details class=""conjugation-section""><summary>Conjugations for 失敗 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>失敗する</td></tr><tr><td>Polite ます形</td><td>失敗します</td></tr><tr><td>Negative ない形</td><td>失敗しない</td></tr><tr><td>Te-form て形</td><td>失敗して</td></tr><tr><td>Past た形</td><td>失敗した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>失敗できる</td></tr><tr><td>Passive 受身形</td><td>失敗される</td></tr><tr><td>Causative 使役形</td><td>失敗させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>失敗させられる</td></tr><tr><td>Conditional 仮定形</td><td>失敗すれば</td></tr><tr><td>Conditional たら形</td><td>失敗したら</td></tr><tr><td>Volitional 意向形</td><td>失敗しよう</td></tr><tr><td>Imperative 命令形</td><td>失敗しろ</td></tr><tr><td>Want to たい形</td><td>失敗したい</td></tr><tr><td>Should べき形</td><td>失敗すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>失敗なさる</td></tr><tr><td>Humble 謙譲語</td><td>失敗いたす</td></tr></table></details>"
プッシュ前にテストを実行してください。,Run the tests before pushing.,実行,プッシュ前【まえ】にテストを実行【じっこう】してください。,プッシュ前【まえ】にテストを実行【じっこう】してください。,Development - Execute,execute/run,"<details class=""conjugation-section""><summary>Conjugations for 実行 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>実行する</td></tr><tr><td>Polite ます形</td><td>実行します</td></tr><tr><td>Negative ない形</td><td>実行しない</td></tr><tr><td>Te-form て形</td><td>実行して</td></tr><tr><td>Past た形</td><td>実行した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>実行できる</td></tr><tr><td>Passive 受身形</td><td>実行される</td></tr><tr><td>Causative 使役形</td><td>実行させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>実行させられる</td></tr><tr><td>Conditional 仮定形</td><td>実行すれば</td></tr><tr><td>Conditional たら形</td><td>実行したら</td></tr><tr><td>Volitional 意向形</td><td>実行しよう</td></tr><tr><td>Imperative 命令形</td><td>実行しろ</td></tr><tr><td>Want to たい形</td><td>実行したい</td></tr><tr><td>Should べき形</td><td>実行すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>実行なさる</td></tr><tr><td>Humble 謙譲語</td><td>実行いたす</td></tr></table></details>"
ステージングでこれをテストしましたか？,Did you test this on staging?,テスト,ステージングでこれをテストしましたか？,ステージングでこれをテストしましたか？,Testing - General,test,"<details class=""conjugation-section""><summary>Conjugations for テスト (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>テストする</td></tr><tr><td>Polite ます形</td><td>テストします</td></tr><tr><td>Negative ない形</td><td>テストしない</td></tr><tr><td>Te-form て形</td><td>テストして</td></tr><tr><td>Past た形</td><td>テストした</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>テストできる</td></tr><tr><td>Passive 受身形</td><td>テストされる</td></tr><tr><td>Causative 使役形</td><td>テストさせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>テストさせられる</td></tr><tr><td>Conditional 仮定形</td><td>テストすれば</td></tr><tr><td>Conditional たら形</td><td>テストしたら</td></tr><tr><td>Volitional 意向形</td><td>テストしよう</td></tr><tr><td>Imperative 命令形</td><td>テストしろ</td></tr><tr><td>Want to たい形</td><td>テストしたい</td></tr><tr><td>Should べき形</td><td>テストすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>テストなさる</td></tr><tr><td>Humble 謙譲語</td><td>テストいたす</td></tr></table></details>"
午前中ずっとこれをデバッグしていました。,I spent all morning debugging this.,デバッグ,午前中【ごぜんちゅう】ずっとこれをデバッグしていました。,午前中【ごぜんちゅう】ずっとこれをデバッグしていました。,Debug - General,debug,"<details class=""conjugation-section""><summary>Conjugations for デバッグ (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>デバッグする</td></tr><tr><td>Polite ます形</td><td>デバッグします</td></tr><tr><td>Negative ない形</td><td>デバッグしない</td></tr><tr><td>Te-form て形</td><td>デバッグして</td></tr><tr><td>Past た形</td><td>デバッグした</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>デバッグできる</td></tr><tr><td>Passive 受身形</td><td>デバッグされる</td></tr><tr><td>Causative 使役形</td><td>デバッグさせる</td></tr><tr><td>Caus-Pass 使役受身</td><td>デバッグさせられる</td></tr><tr><td>Conditional 仮定形</td><td>デバッグすれば</td></tr><tr><td>Conditional たら形</td><td>デバッグしたら</td></tr><tr><td>Volitional 意向形</td><td>デバッグしよう</td></tr><tr><td>Imperative 命令形</td><td>デバッグしろ</td></tr><tr><td>Want to たい形</td><td>デバッグしたい</td></tr><tr><td>Should べき形</td><td>デバッグすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>デバッグなさる</td></tr><tr><td>Humble 謙譲語</td><td>デバッグいたす</td></tr></table></details>"
明日新機能を実装します。,I'll implement the new feature tomorrow.,実装,明日【あした】新【しん】機能【きのう】を実装【じっそう】します。,明日【あした】新【しん】機能【きのう】を実装【じっそう】します。,Development - Implement,implement,"<details class=""conjugation-section""><summary>Conjugations for 実装 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>実装する</td></tr><tr><td>Polite ます形</td><td>実装します</td></tr><tr><td>Negative ない形</td><td>実装しない</td></tr><tr><td>Te-form て形</td><td>実装して</td></tr><tr><td>Past た形</td><td>実装した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>実装できる</td></tr><tr><td>Passive 受身形</td><td>実装される</td></tr><tr><td>Causative 使役形</td><td>実装させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>実装させられる</td></tr><tr><td>Conditional 仮定形</td><td>実装すれば</td></tr><tr><td>Conditional たら形</td><td>実装したら</td></tr><tr><td>Volitional 意向形</td><td>実装しよう</td></tr><tr><td>Imperative 命令形</td><td>実装しろ</td></tr><tr><td>Want to たい形</td><td>実装したい</td></tr><tr><td>Should べき形</td><td>実装すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>実装なさる</td></tr><tr><td>Humble 謙譲語</td><td>実装いたす</td></tr></table></details>"
追加する前にこれをリファクタリングすべきです。,We should refactor this before adding more.,リファクタリング,追加【ついか】する前【まえ】にこれをリファクタリングすべきです。,追加【ついか】する前【まえ】にこれをリファクタリングすべきです。,Code Quality - Refactoring,refactoring,
このクエリを最適化する必要があります。,We need to optimize this query.,最適化,このクエリを最適化【さいてきか】する必要【ひつよう】があります。,このクエリを最適化【さいてきか】する必要【ひつよう】が、あります。,Performance - Optimization,optimize,
これ用に新しいコンポーネントを作成してください。,Create a new component for this.,作成,これ用【よう】に新【あたら】しいコンポーネントを作成【さくせい】してください。,これ用【よう】に新【あたら】しいコンポーネントを作成【さくせい】してください。,Development - Create,create,"<details class=""conjugation-section""><summary>Conjugations for 作成 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>作成する</td></tr><tr><td>Polite ます形</td><td>作成します</td></tr><tr><td>Negative ない形</td><td>作成しない</td></tr><tr><td>Te-form て形</td><td>作成して</td></tr><tr><td>Past た形</td><td>作成した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>作成できる</td></tr><tr><td>Passive 受身形</td><td>作成される</td></tr><tr><td>Causative 使役形</td><td>作成させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>作成させられる</td></tr><tr><td>Conditional 仮定形</td><td>作成すれば</td></tr><tr><td>Conditional たら形</td><td>作成したら</td></tr><tr><td>Volitional 意向形</td><td>作成しよう</td></tr><tr><td>Imperative 命令形</td><td>作成しろ</td></tr><tr><td>Want to たい形</td><td>作成したい</td></tr><tr><td>Should べき形</td><td>作成すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>作成なさる</td></tr><tr><td>Humble 謙譲語</td><td>作成いたす</td></tr></table></details>"
使われていないインポートを削除してください。,Delete the unused imports.,削除,使【つか】われていないインポートを削除【さくじょ】してください。,使【つか】われていないインポートを削除【さくじょ】してください。,Development - Delete,delete,"<details class=""conjugation-section""><summary>Conjugations for 削除 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>削除する</td></tr><tr><td>Polite ます形</td><td>削除します</td></tr><tr><td>Negative ない形</td><td>削除しない</td></tr><tr><td>Te-form て形</td><td>削除して</td></tr><tr><td>Past た形</td><td>削除した</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>削除できる</td></tr><tr><td>Passive 受身形</td><td>削除される</td></tr><tr><td>Causative 使役形</td><td>削除させる</td></tr><tr><td>Caus-Pass 使役受身</td><td>削除させられる</td></tr><tr><td>Conditional 仮定形</td><td>削除すれば</td></tr><tr><td>Conditional たら形</td><td>削除したら</td></tr><tr><td>Volitional 意向形</td><td>削除しよう</td></tr><tr><td>Imperative 命令形</td><td>削除しろ</td></tr><tr><td>Want to たい形</td><td>削除したい</td></tr><tr><td>Should べき形</td><td>削除すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>削除なさる</td></tr><tr><td>Humble 謙譲語</td><td>削除いたす</td></tr></table></details>"
