Sentence,Translation,Cloze,Pronunciation,TTSPronunciation,Note,Register,KeyMeaning,PitchAccent,Conjugations
理由を説明するコメントを追加してください。,Add a comment explaining why.,コメント,理由【りゆう】を説明【せつめい】するコメントを追加【ついか】してください。,理由【りゆう】を説明【せつめい】するコメントを追加【ついか】してください。,Code Quality - Documentation,polite,comment,"<span class=""vocab""><span class=""pitch-l"">こ</span><span class=""pitch-h"">め</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">と</span></span>","<details class=""conjugation-section""><summary>Conjugations for コメント (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>コメントする</td></tr><tr><td>Polite ます形</td><td>コメントします</td></tr><tr><td>Polite Negative ません形</td><td>コメントしません</td></tr><tr><td>Te-form て形</td><td>コメントして</td></tr><tr><td>Polite Past ました形</td><td>コメントしました</td></tr><tr><td>Progressive ている形</td><td>コメントしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>コメントできる</td></tr><tr><td>Passive 受身形</td><td>コメントされる</td></tr><tr><td>Conditional たら形</td><td>コメントしたら</td></tr><tr><td>Volitional 意向形</td><td>コメントしよう</td></tr><tr><td>Should べき形</td><td>コメントすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>コメントなさる</td></tr><tr><td>Humble 謙譲語</td><td>コメントいたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
将来のクリーンアップのためにTODOを残してください。,Leave a TODO for future cleanup.,TODO,将来【しょうらい】のクリーンアップのためにTODOを残【のこ】してください。,将来【しょうらい】のクリーンアップのためにTODOを残【のこ】してください。,Code Quality - Todo,polite,TODO,,
既知の問題にFIXMEを追加してください。,Add FIXME for known issues.,FIXME,既知【きち】の問題【もんだい】にFIXMEを追加【ついか】してください。,既知【きち】の問題【もんだい】にFIXMEを追加【ついか】してください。,Code Quality - Fixme,polite,FIXME,,
これは技術的負債を増やします。,This adds technical debt.,技術的負債,これは技術的【ぎじゅつてき】負債【ふさい】を増【ふ】やします。,これは技術的【ぎじゅつてき】負債【ふさい】を増【ふ】やします。,Code Quality - Technical Debt,polite,tech debt,,
ここでのトレードオフは何ですか？,What's the tradeoff here?,トレードオフ,ここでのトレードオフは何【なん】ですか？,ここでのトレードオフは何【なん】ですか？,Architecture - Tradeoff,polite,trade-off,,
パフォーマンスの懸念はありますか？,Any performance concerns?,パフォーマンス,パフォーマンスの懸念【けねん】はありますか？,パフォーマンスの懸念【けねん】はありますか？,Performance - General,polite,performance,"<span class=""vocab""><span class=""pitch-l"">ぱ</span><span class=""pitch-h"">ふぉ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ま</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">す</span></span>",
セキュリティリスクはありますか？,Is there a security risk?,セキュリティリスク,セキュリティリスクはありますか？,セキュリティリスクはありますか？,Security - General,polite,risk,,
エッジケースはどうですか？,What about edge cases?,エッジケース,エッジケースはどうですか？,エッジケースはどうですか？,Testing - Edge Case,polite,edge case,,
ここにnullチェックを追加してください。,Add a null check here.,nullチェック,ここにnullチェックを追加【ついか】してください。,ここにnullチェックを追加【ついか】してください。,Code Quality - Validation,polite,null check,,
エラーハンドリングを改善してください。,Improve error handling.,エラーハンドリング,エラーハンドリングを改善【かいぜん】してください。,エラーハンドリングを改善【かいぜん】してください。,Code Quality - Error Handling,polite,error handling,,
これは型安全性を向上させます。,This improves type safety.,型安全性,これは型【かた】安全性【あんぜんせい】を向上【こうじょう】させます。,これは型【かた】安全性【あんぜんせい】を向上【こうじょう】させます。,Code Quality - Type Safety,polite,type safe,,
これはベストプラクティスに従っています。,This follows best practices.,ベストプラクティス,これはベストプラクティスに従【したが】っています。,これはベストプラクティスに従【したが】っています。,Code Quality - Best Practice,polite,best practice,,
まずアーキテクチャについて話し合いましょう。,Let's discuss the architecture first.,アーキテクチャ,まずアーキテクチャについて話【はな】し合【あ】いましょう。,まず、アーキテクチャについて話【はな】し合【あ】いましょう。,Architecture - General,polite,architecture,"<span class=""vocab""><span class=""pitch-l"">あ</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">き</span><span class=""pitch-h"">て</span><span class=""pitch-l"">く</span><span class=""pitch-l"">ちゃ</span></span>",
設計にはもっと検討が必要です。,The design needs more thought.,設計,設計【せっけい】にはもっと検討【けんとう】が必要【ひつよう】です。,設計【せっけい】にはもっと検討【けんとう】が必要【ひつよう】です。,Architecture - Design,polite,design,"<ruby class=""vocab"">設計<rt><span class=""pitch-l"">せ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">け</span><span class=""pitch-h"">い</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 設計 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>設計する</td></tr><tr><td>Polite ます形</td><td>設計します</td></tr><tr><td>Polite Negative ません形</td><td>設計しません</td></tr><tr><td>Te-form て形</td><td>設計して</td></tr><tr><td>Polite Past ました形</td><td>設計しました</td></tr><tr><td>Progressive ている形</td><td>設計しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>設計できる</td></tr><tr><td>Passive 受身形</td><td>設計される</td></tr><tr><td>Conditional たら形</td><td>設計したら</td></tr><tr><td>Volitional 意向形</td><td>設計しよう</td></tr><tr><td>Should べき形</td><td>設計すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>設計なさる</td></tr><tr><td>Humble 謙譲語</td><td>設計いたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
ここでリポジトリパターンを使ってください。,Use the repository pattern here.,パターン,ここでリポジトリパターンを使【つか】ってください。,ここでリポジトリパターンを使【つか】ってください。,Architecture - Pattern,polite,pattern,"<span class=""vocab""><span class=""pitch-l"">ぱ</span><span class=""pitch-h"">た</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ん</span></span>",
これを小さなコンポーネントに分割してください。,Break this into smaller components.,コンポーネント,これを小【ちい】さなコンポーネントに分割【ぶんかつ】してください。,これを小【ちい】さなコンポーネントに分割【ぶんかつ】してください。,Architecture - Component,polite,component,"<span class=""vocab""><span class=""pitch-l"">こ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぽ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ね</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">と</span></span>",
このロジック用にサービスを作成してください。,Create a service for this logic.,サービス,このロジック用【よう】にサービスを作成【さくせい】してください。,このロジック用【よう】にサービスを作成【さくせい】してください。,Architecture - Service,polite,service,"<span class=""vocab""><span class=""pitch-h"">さ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">び</span><span class=""pitch-l"">す</span></span>","<details class=""conjugation-section""><summary>Conjugations for サービス (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>サービスする</td></tr><tr><td>Polite ます形</td><td>サービスします</td></tr><tr><td>Polite Negative ません形</td><td>サービスしません</td></tr><tr><td>Te-form て形</td><td>サービスして</td></tr><tr><td>Polite Past ました形</td><td>サービスしました</td></tr><tr><td>Progressive ている形</td><td>サービスしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>サービスできる</td></tr><tr><td>Passive 受身形</td><td>サービスされる</td></tr><tr><td>Conditional たら形</td><td>サービスしたら</td></tr><tr><td>Volitional 意向形</td><td>サービスしよう</td></tr><tr><td>Should べき形</td><td>サービスすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>サービスなさる</td></tr><tr><td>Humble 謙譲語</td><td>サービスいたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
コントローラーはHTTPリクエストを処理します。,The controller handles HTTP requests.,コントローラー,コントローラーはHTTPリクエストを処理【しょり】します。,コントローラーはHTTPリクエストを処理【しょり】します。,Architecture - Layer,polite,controller,"<span class=""vocab""><span class=""pitch-l"">こ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">と</span><span class=""pitch-h"">ろ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ら</span><span class=""pitch-l"">ー</span></span>",
認証用にミドルウェアを追加してください。,Add middleware for authentication.,ミドルウェア,認証【にんしょう】用【よう】にミドルウェアを追加【ついか】してください。,認証【にんしょう】用【よう】にミドルウェアを追加【ついか】してください。,Architecture - Middleware,polite,middleware,"<span class=""vocab""><span class=""pitch-l"">み</span><span class=""pitch-h"">ど</span><span class=""pitch-h"">る</span><span class=""pitch-h"">うぇ</span><span class=""pitch-l"">あ</span></span>",
データアクセス層を分離してください。,Keep the data access layer separate.,レイヤー,データアクセス層【そう】を分離【ぶんり】してください。,データアクセス層【そう】を分離【ぶんり】してください。,Architecture - Layer,polite,layer,"<span class=""vocab""><span class=""pitch-h"">れ</span><span class=""pitch-l"">い</span><span class=""pitch-l"">や</span><span class=""pitch-l"">ー</span></span>",
まずインターフェースを定義してください。,Define an interface first.,インターフェース,まずインターフェースを定義【ていぎ】してください。,まず、インターフェースを定義【ていぎ】してください。,Architecture - Interface,polite,interface,"<span class=""vocab""><span class=""pitch-l"">い</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">た</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">ふぇ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">す</span></span>",
この抽象化は複雑すぎます。,This abstraction is too complex.,抽象化,この抽象化【ちゅうしょうか】は複雑【ふくざつ】すぎます。,この抽象化【ちゅうしょうか】は複雑【ふくざつ】すぎます。,Architecture - Abstraction,polite,abstraction,,
実装の詳細をカプセル化してください。,Encapsulate the implementation details.,カプセル化,実装【じっそう】の詳細【しょうさい】をカプセル化【か】してください。,実装【じっそう】の詳細【しょうさい】をカプセル化【か】してください。,Architecture - Encapsulation,polite,encapsulation,,
継承より合成を優先してください。,Prefer composition over inheritance.,継承,継承【けいしょう】より合成【ごうせい】を優先【ゆうせん】してください。,継承【けいしょう】より合成【ごうせい】を優先【ゆうせん】してください。,Architecture - Inheritance,polite,inherit,"<ruby class=""vocab"">継承<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">い</span><span class=""pitch-h"">しょ</span><span class=""pitch-h"">う</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 継承 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>継承する</td></tr><tr><td>Polite ます形</td><td>継承します</td></tr><tr><td>Polite Negative ません形</td><td>継承しません</td></tr><tr><td>Te-form て形</td><td>継承して</td></tr><tr><td>Polite Past ました形</td><td>継承しました</td></tr><tr><td>Progressive ている形</td><td>継承しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>継承できる</td></tr><tr><td>Passive 受身形</td><td>継承される</td></tr><tr><td>Conditional たら形</td><td>継承したら</td></tr><tr><td>Volitional 意向形</td><td>継承しよう</td></tr><tr><td>Should べき形</td><td>継承すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>継承なさる</td></tr><tr><td>Humble 謙譲語</td><td>継承いたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
柔軟性のために合成を使ってください。,Use composition for flexibility.,合成,柔軟性【じゅうなんせい】のために合成【ごうせい】を使【つか】ってください。,柔軟性【じゅうなんせい】のために合成【ごうせい】を使【つか】ってください。,Architecture - Composition,polite,composition,"<ruby class=""vocab"">合成<rt><span class=""pitch-l"">ご</span><span class=""pitch-h"">う</span><span class=""pitch-h"">せ</span><span class=""pitch-h"">い</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 合成 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>合成する</td></tr><tr><td>Polite ます形</td><td>合成します</td></tr><tr><td>Polite Negative ません形</td><td>合成しません</td></tr><tr><td>Te-form て形</td><td>合成して</td></tr><tr><td>Polite Past ました形</td><td>合成しました</td></tr><tr><td>Progressive ている形</td><td>合成しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>合成できる</td></tr><tr><td>Passive 受身形</td><td>合成される</td></tr><tr><td>Conditional たら形</td><td>合成したら</td></tr><tr><td>Volitional 意向形</td><td>合成しよう</td></tr><tr><td>Should べき形</td><td>合成すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>合成なさる</td></tr><tr><td>Humble 謙譲語</td><td>合成いたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
テストのために依存性注入を使ってください。,Use dependency injection for testing.,依存性注入,テストのために依存性【いぞんせい】注入【ちゅうにゅう】を使【つか】ってください。,テストのために依存性【いぞんせい】注入【ちゅうにゅう】を使【つか】ってください。,Architecture - Di,polite,DI,,
これをシングルトンにしてください。,Make this a singleton.,シングルトン,これをシングルトンにしてください。,これをシングルトンにしてください。,Architecture - Pattern,polite,singleton,"<span class=""vocab""><span class=""pitch-l"">し</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぐ</span><span class=""pitch-l"">る</span><span class=""pitch-l"">と</span><span class=""pitch-l"">ん</span></span>",
インスタンスを作成するためにファクトリーを使ってください。,Use a factory to create instances.,ファクトリー,インスタンスを作成【さくせい】するためにファクトリーを使【つか】ってください。,インスタンスを作成【さくせい】するためにファクトリーを使【つか】ってください。,Architecture - Pattern,polite,factory,"<span class=""vocab""><span class=""pitch-h"">ふぁ</span><span class=""pitch-l"">く</span><span class=""pitch-l"">と</span><span class=""pitch-l"">り</span><span class=""pitch-l"">ー</span></span>",
オブザーバーパターンを実装してください。,Implement the observer pattern.,オブザーバー,オブザーバーパターンを実装【じっそう】してください。,オブザーバーパターンを実装【じっそう】してください。,Architecture - Pattern,polite,observer,"<span class=""vocab""><span class=""pitch-l"">お</span><span class=""pitch-h"">ぶ</span><span class=""pitch-h"">ざ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ば</span><span class=""pitch-l"">ー</span></span>",
MVCアーキテクチャに従っています。,We follow MVC architecture.,MVC,MVCアーキテクチャに従【したが】っています。,MVCアーキテクチャに従【したが】っています。,Architecture - Mvc,polite,MVC (pattern),,
マイクロサービスに移行しています。,We're migrating to microservices.,マイクロサービス,マイクロサービスに移行【いこう】しています。,マイクロサービスに移行【いこう】しています。,Architecture - Microservices,polite,microservices,,
モノリスは保守が難しいです。,The monolith is hard to maintain.,モノリス,モノリスは保守【ほしゅ】が難【むずか】しいです。,モノリスは保守【ほしゅ】が難【むずか】しいです。,Architecture - Monolith,polite,monolith,"<span class=""vocab""><span class=""pitch-h"">も</span><span class=""pitch-l"">の</span><span class=""pitch-l"">り</span><span class=""pitch-l"">す</span></span>",
コードをモジュラーに保ってください。,Keep the code modular.,モジュラー,コードをモジュラーに保【たも】ってください。,コードをモジュラーに保【たも】ってください。,Architecture - Modular,polite,modular,"<span class=""vocab""><span class=""pitch-l"">も</span><span class=""pitch-h"">じゅ</span><span class=""pitch-h"">ら</span><span class=""pitch-h"">ー</span></span>",
これはスケーラブルである必要があります。,This needs to be scalable.,スケーラブル,これはスケーラブルである必要【ひつよう】があります。,これはスケーラブルである必要【ひつよう】が、あります。,Architecture - Scalability,polite,scalable,"<span class=""vocab""><span class=""pitch-l"">す</span><span class=""pitch-h"">け</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ら</span><span class=""pitch-l"">ぶ</span><span class=""pitch-l"">る</span></span>",
保守可能なコードを書いてください。,Write maintainable code.,保守可能,保守【ほしゅ】可能【かのう】なコードを書【か】いてください。,保守【ほしゅ】可能【かのう】なコードを書【か】いてください。,Code Quality - Maintainability,polite,maintainable,,
将来のニーズのために拡張可能にしてください。,Make it extensible for future needs.,拡張可能,将来【しょうらい】のニーズのために拡張【かくちょう】可能【かのう】にしてください。,将来【しょうらい】のニーズのために拡張【かくちょう】可能【かのう】にしてください。,Architecture - Extensibility,polite,extensible,,
このコンポーネントは再利用可能です。,This component is reusable.,再利用可能,このコンポーネントは再利用【さいりよう】可能【かのう】です。,このコンポーネントは再利用【さいりよう】可能【かのう】です。,Architecture - Reusability,polite,reuse,,
この設計はよりテスト可能です。,This design is more testable.,テスト可能,この設計【せっけい】はよりテスト可能【かのう】です。,この設計【せっけい】はよりテスト可能【かのう】です。,Architecture - Testability,polite,test,,
サービスを疎結合に保ってください。,Keep services loosely coupled.,疎結合,サービスを疎結合【そけつごう】に保【たも】ってください。,サービスを疎結合【そけつごう】に保【たも】ってください。,Architecture - Coupling,polite,loose coupling,,
これらのモジュールは密結合すぎます。,These modules are too tightly coupled.,密結合,これらのモジュールは密結合【みつけつごう】すぎます。,これらのモジュールは密結合【みつけつごう】すぎます。,Architecture - Coupling,polite,tight coupling,,
高凝集度は良いことです。,High cohesion is good.,凝集度,高【たか】凝集度【ぎょうしゅうど】は良【よ】いことです。,高【たか】凝集度【ぎょうしゅうど】は良【よ】いことです。,Architecture - Cohesion,polite,cohesion,,
低結合度が望ましいです。,Low coupling is preferred.,結合度,低【ひく】結合度【けつごうど】が望【のぞ】ましいです。,低【ひく】結合度【けつごうど】が望【のぞ】ましいです。,Architecture - Coupling,polite,coupling,,
関心の分離に従ってください。,Follow separation of concerns.,関心の分離,関心【かんしん】の分離【ぶんり】に従【したが】ってください。,関心【かんしん】の分離【ぶんり】に従【したが】ってください。,Architecture - Soc,polite,separation of concerns,,
各クラスは単一責任を持ちます。,Each class has single responsibility.,単一責任,各【かく】クラスは単一【たんいつ】責任【せきにん】を持【も】ちます。,各【かく】クラスは単一【たんいつ】責任【せきにん】を持【も】ちます。,Architecture - Solid,polite,single responsibility,,
SOLID原則を適用してください。,Apply SOLID principles.,SOLID,SOLID原則【げんそく】を適用【てきよう】してください。,SOLID原則【げんそく】を適用【てきよう】してください。,Architecture - Solid,polite,SOLID (principles),,
自分を繰り返さないでください。,Don't repeat yourself.,繰り返さない,自分【じぶん】を繰【く】り返【かえ】さないでください。,自分【じぶん】を繰【く】り返【かえ】さないでください。,Code Quality - Dry,polite,don't repeat,,"<details class=""conjugation-section""><summary>Conjugations for 繰り返さない (五段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>繰り返す</td></tr><tr><td>Polite ます形</td><td>繰り返します</td></tr><tr><td>Polite Negative ません形</td><td>繰り返しません</td></tr><tr><td>Te-form て形</td><td>繰り返して</td></tr><tr><td>Polite Past ました形</td><td>繰り返しました</td></tr><tr><td>Progressive ている形</td><td>繰り返しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>繰り返せる</td></tr><tr><td>Passive 受身形</td><td>繰り返される</td></tr><tr><td>Conditional たら形</td><td>繰り返したら</td></tr><tr><td>Volitional 意向形</td><td>繰り返そう</td></tr><tr><td>Should べき形</td><td>繰り返すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>繰り返される</td></tr><tr><td>Humble 謙譲語</td><td>お繰り返しする</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
シンプルに保ってください。,Keep it simple stupid.,シンプル,シンプルに保【たも】ってください。,シンプルに保【たも】ってください。,Code Quality - Kiss,polite,simple,"<span class=""vocab""><span class=""pitch-h"">し</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">ぷ</span><span class=""pitch-l"">る</span></span>",
必要になるまで作らないでください。,You aren't gonna need it.,必要になるまで,必要【ひつよう】になるまで作【つく】らないでください。,必要【ひつよう】になるまで作【つく】らないでください。,Code Quality - Yagni,polite,until needed,,
技術スタックは何ですか？,What's your tech stack?,技術スタック,技術【ぎじゅつ】スタックは何【なん】ですか？,技術【ぎじゅつ】スタックは何【なん】ですか？,Architecture - Stack,polite,stack,,
どのフレームワークを使っていますか？,Which framework do you use?,フレームワーク,どのフレームワークを使【つか】っていますか？,どのフレームワークを使【つか】っていますか？,Architecture - Framework,polite,framework,"<span class=""vocab""><span class=""pitch-l"">ふ</span><span class=""pitch-h"">れ</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">む</span><span class=""pitch-h"">わ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">く</span></span>",
既存のライブラリを使ってください。,Use an existing library.,ライブラリ,既存【きそん】のライブラリを使【つか】ってください。,既存【きそん】のライブラリを使【つか】ってください。,Architecture - Library,polite,library,"<span class=""vocab""><span class=""pitch-h"">ら</span><span class=""pitch-l"">い</span><span class=""pitch-l"">ぶ</span><span class=""pitch-l"">ら</span><span class=""pitch-l"">り</span></span>",
公式SDKを使ってください。,Use the official SDK.,SDK,公式【こうしき】SDKを使【つか】ってください。,公式【こうしき】SDKを使【つか】ってください。,Architecture - Sdk,polite,SDK,,
API設計をレビューしましょう。,Let's review the API design.,API設計,API設計【せっけい】をレビューしましょう。,API設計【せっけい】をレビューしましょう。,Api - Design,polite,API design,,
まずAPIコントラクトを定義してください。,Define the API contract first.,コントラクト,まずAPIコントラクトを定義【ていぎ】してください。,まず、APIコントラクトを定義【ていぎ】してください。,Api - Contract,polite,contract,"<span class=""vocab""><span class=""pitch-l"">こ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">と</span><span class=""pitch-h"">ら</span><span class=""pitch-l"">く</span><span class=""pitch-l"">と</span></span>",
APIバージョニングはどう処理していますか？,How do you handle API versioning?,バージョニング,APIバージョニングはどう処理【しょり】していますか？,APIバージョニングはどう処理【しょり】していますか？,Api - Versioning,polite,versioning,,
この変更は後方互換性があります。,This change is backward compatible.,後方互換性,この変更【へんこう】は後方【こうほう】互換性【ごかんせい】があります。,この変更【へんこう】は後方【こうほう】互換性【ごかんせい】が、あります。,Api - Compatibility,polite,compatibility,,
これは破壊的変更です。,This is a breaking change.,破壊的変更,これは破壊的【はかいてき】変更【へんこう】です。,これは破壊的【はかいてき】変更【へんこう】です。,Api - Breaking Change,polite,breaking change,,
古いエンドポイントを非推奨にしてください。,Deprecate the old endpoint.,非推奨,古【ふる】いエンドポイントを非推奨【ひすいしょう】にしてください。,古【ふる】いエンドポイントを非推奨【ひすいしょう】にしてください。,Api - Deprecation,polite,deprecated,,
このAPIは来年サンセットします。,We'll sunset this API next year.,サンセット,このAPIは来年【らいねん】サンセットします。,このAPIは来年【らいねん】サンセットします。,Api - Sunset,polite,sunset,"<span class=""vocab""><span class=""pitch-l"">さ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">せ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">と</span></span>",
マイグレーションを慎重に計画してください。,Plan the migration carefully.,計画,マイグレーションを慎重【しんちょう】に計画【けいかく】してください。,マイグレーションを慎重【しんちょう】に計画【けいかく】してください。,Workflow - Planning,polite,plan,"<ruby class=""vocab"">計画<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">い</span><span class=""pitch-h"">か</span><span class=""pitch-h"">く</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 計画 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>計画する</td></tr><tr><td>Polite ます形</td><td>計画します</td></tr><tr><td>Polite Negative ません形</td><td>計画しません</td></tr><tr><td>Te-form て形</td><td>計画して</td></tr><tr><td>Polite Past ました形</td><td>計画しました</td></tr><tr><td>Progressive ている形</td><td>計画しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>計画できる</td></tr><tr><td>Passive 受身形</td><td>計画される</td></tr><tr><td>Conditional たら形</td><td>計画したら</td></tr><tr><td>Volitional 意向形</td><td>計画しよう</td></tr><tr><td>Should べき形</td><td>計画すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>計画なさる</td></tr><tr><td>Humble 謙譲語</td><td>計画いたす</td></tr></table></details><details class=""te-compounds""><summary>て形 compound patterns</summary><table class=""conjugation-table""><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
これはレガシーコードです。,This is legacy code.,レガシー,これはレガシーコードです。,これはレガシーコードです。,Architecture - Legacy,polite,legacy,"<span class=""vocab""><span class=""pitch-h"">れ</span><span class=""pitch-l"">が</span><span class=""pitch-l"">し</span><span class=""pitch-l"">ー</span></span>",
これはグリーンフィールドプロジェクトです。,This is a greenfield project.,グリーンフィールド,これはグリーンフィールドプロジェクトです。,これはグリーンフィールドプロジェクトです。,Architecture - Greenfield,polite,greenfield,"<span class=""vocab""><span class=""pitch-l"">ぐ</span><span class=""pitch-h"">り</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ふぃ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">る</span><span class=""pitch-l"">ど</span></span>",
