Sentence,Translation,Cloze,Pronunciation,TTSPronunciation,Note,Register,KeyMeaning,PitchAccent,Conjugations
言い換えると...,In other words...,言い換えると,言【い】い換【か】えると...,言【い】い換【か】えると...,Presentation - Transition,polite,paraphrase,"<ruby class=""vocab"">言い換えると<rt>いいかえると</rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 言い換えると (一段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>言い替える</td></tr><tr><td>Polite ます形</td><td>言い替えます</td></tr><tr><td>Polite Negative ません形</td><td>言い替えません</td></tr><tr><td>Te-form て形</td><td>言い替えて</td></tr><tr><td>Polite Past ました形</td><td>言い替えました</td></tr><tr><td>Progressive ている形</td><td>言い替えています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>言い替えられる</td></tr><tr><td>Passive 受身形</td><td>言い替えられる</td></tr><tr><td>Conditional たら形</td><td>言い替えたら</td></tr><tr><td>Volitional 意向形</td><td>言い替えよう</td></tr><tr><td>Should べき形</td><td>言い替えるべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>言い替えられる</td></tr><tr><td>Humble 謙譲語</td><td>お言い替えする</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
要約すると...,To summarize...,要約すると,要約【ようやく】すると...,要約【ようやく】すると...,Presentation - Closing,polite,in summary,"<ruby class=""vocab"">要約すると<rt>ようやくすると</rt></ruby>",
結論として...,In conclusion...,結論として,結論【けつろん】として...,結論【けつろん】として...,Presentation - Closing,polite,in conclusion,"<ruby class=""vocab"">結論として<rt>けつろんとして</rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 結論として (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>結論とする</td></tr><tr><td>Polite ます形</td><td>結論とします</td></tr><tr><td>Polite Negative ません形</td><td>結論としません</td></tr><tr><td>Te-form て形</td><td>結論として</td></tr><tr><td>Polite Past ました形</td><td>結論としました</td></tr><tr><td>Progressive ている形</td><td>結論としています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>結論とできる</td></tr><tr><td>Passive 受身形</td><td>結論とされる</td></tr><tr><td>Conditional たら形</td><td>結論としたら</td></tr><tr><td>Volitional 意向形</td><td>結論としよう</td></tr><tr><td>Should べき形</td><td>結論とすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>結論となさる</td></tr><tr><td>Humble 謙譲語</td><td>結論といたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
次のトピックに移ります。,Moving on to the next topic.,次に移る,次【つぎ】のトピックに移【うつ】ります。,次【つぎ】のトピックに移【うつ】ります。,Presentation - Transition,polite,move on,"<span class=""vocab"">次に移る</span>",
そのポイントに戻ると...,Going back to that point...,戻る,そのポイントに戻【もど】ると...,そのポイントに戻【もど】ると...,Presentation - Transition,polite,return,"<ruby class=""vocab"">戻る<rt><span class=""pitch-l"">も</span><span class=""pitch-h"">ど</span><span class=""pitch-l"">る</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 戻る (五段動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>戻る</td></tr><tr><td>Polite ます形</td><td>戻ります</td></tr><tr><td>Polite Negative ません形</td><td>戻りません</td></tr><tr><td>Te-form て形</td><td>戻って</td></tr><tr><td>Polite Past ました形</td><td>戻りました</td></tr><tr><td>Progressive ている形</td><td>戻っています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>戻れる</td></tr><tr><td>Passive 受身形</td><td>戻られる</td></tr><tr><td>Conditional たら形</td><td>戻ったら</td></tr><tr><td>Volitional 意向形</td><td>戻ろう</td></tr><tr><td>Should べき形</td><td>戻るべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>戻られる</td></tr><tr><td>Humble 謙譲語</td><td>お戻りする</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
先ほど述べたように...,As I mentioned earlier...,先ほど述べたように,先【さき】ほど述【の】べたように...,先【さき】ほど述【の】べたように...,Presentation - Transition,polite,as mentioned,"<ruby class=""vocab"">先ほど述べたように<rt>さきほどのべたように</rt></ruby>",
明確にすると...,To clarify...,明確にすると,明確【めいかく】にすると...,明確【めいかく】にすると...,Presentation - Transition,polite,to clarify,"<ruby class=""vocab"">明確にすると<rt>めいかくにすると</rt></ruby>",
理由を説明させてください。,Let me explain why.,説明させてください,理由【りゆう】を説明【せつめい】させてください。,理由【りゆう】を説明【せつめい】させてください。,Presentation - Transition,polite,let me explain,"<ruby class=""vocab"">説明させてください<rt>せつめいさせてください</rt></ruby>",
理由は...です。,The reason is...,理由は,理由【りゆう】は...です。,理由【りゆう】は...です。,Presentation - Explanation,polite,the reason is,"<ruby class=""vocab"">理由は<rt>りゆうは</rt></ruby>",
これは...を意味します。,This means that...,これは意味する,これは...を意味【いみ】します。,これは...を意味【いみ】します。,Presentation - Explanation,polite,this means,"<span class=""vocab"">これは意味する</span>","<details class=""conjugation-section""><summary>Conjugations for これは意味する (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>これは意味する</td></tr><tr><td>Polite ます形</td><td>これは意味します</td></tr><tr><td>Polite Negative ません形</td><td>これは意味しません</td></tr><tr><td>Te-form て形</td><td>これは意味して</td></tr><tr><td>Polite Past ました形</td><td>これは意味しました</td></tr><tr><td>Progressive ている形</td><td>これは意味しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>これは意味できる</td></tr><tr><td>Passive 受身形</td><td>これは意味される</td></tr><tr><td>Conditional たら形</td><td>これは意味したら</td></tr><tr><td>Volitional 意向形</td><td>これは意味しよう</td></tr><tr><td>Should べき形</td><td>これは意味すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>これは意味なさる</td></tr><tr><td>Humble 謙譲語</td><td>これは意味いたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
影響は重大です。,The impact is significant.,影響は,影響【えいきょう】は重大【じゅうだい】です。,影響【えいきょう】は重大【じゅうだい】です。,Presentation - Impact,polite,impact,"<ruby class=""vocab"">影響は<rt>えいきょうは</rt></ruby>",
主な利点は...です。,The main benefit is...,利点は,主【おも】な利点【りてん】は...です。,主【おも】な利点【りてん】は...です。,Presentation - Benefit,polite,advantage,"<ruby class=""vocab"">利点は<rt>りてんは</rt></ruby>",
課題は...です。,The challenge is...,課題は,課題【かだい】は...です。,課題【かだい】は...です。,Presentation - Challenge,polite,issue,"<ruby class=""vocab"">課題は<rt>かだいは</rt></ruby>",
解決策は...です。,The solution is...,解決策は,解決策【かいけつさく】は...です。,解決策【かいけつさく】は...です。,Presentation - Solution,polite,solution,"<ruby class=""vocab"">解決策は<rt>かいけつさくは</rt></ruby>",
お時間をいただきありがとうございます。,Thank you for your time.,ありがとう,お時間【じかん】をいただきありがとうございます。,お時間【じかん】をいただきありがとうございます。,Presentation - Closing,keigo,thank you,"<span class=""vocab""><span class=""pitch-l"">あ</span><span class=""pitch-h"">り</span><span class=""pitch-l"">が</span><span class=""pitch-l"">と</span><span class=""pitch-l"">う</span></span>",
私たちのチームは成長しています。,Our team is growing.,チーム,私【わたし】たちのチームは成長【せいちょう】しています。,私【わたし】たちのチームは成長【せいちょう】しています。,Career - Team,polite,team,"<ruby class=""vocab"">チーム<rt><span class=""pitch-h"">ち</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">む</span></rt></ruby>",
マネージャーに相談してください。,Talk to your manager.,マネージャー,マネージャーに相談【そうだん】してください。,マネージャーに相談【そうだん】してください。,Career - Manager,polite,manager,"<ruby class=""vocab"">マネージャー<rt><span class=""pitch-l"">ま</span><span class=""pitch-h"">ね</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">じゃ</span><span class=""pitch-h"">ー</span></rt></ruby>",
テックリードが助けてくれます。,The tech lead can help.,リード,テックリードが助【たす】けてくれます。,テックリードが助【たす】けてくれます。,Career - Lead,polite,lead/read,"<ruby class=""vocab"">リード<rt><span class=""pitch-h"">り</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ど</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for リード (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>リードする</td></tr><tr><td>Polite ます形</td><td>リードします</td></tr><tr><td>Polite Negative ません形</td><td>リードしません</td></tr><tr><td>Te-form て形</td><td>リードして</td></tr><tr><td>Polite Past ました形</td><td>リードしました</td></tr><tr><td>Progressive ている形</td><td>リードしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>リードできる</td></tr><tr><td>Passive 受身形</td><td>リードされる</td></tr><tr><td>Conditional たら形</td><td>リードしたら</td></tr><tr><td>Volitional 意向形</td><td>リードしよう</td></tr><tr><td>Should べき形</td><td>リードすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>リードなさる</td></tr><tr><td>Humble 謙譲語</td><td>リードいたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
シニアエンジニアに聞いてください。,Ask a senior engineer.,シニア,シニアエンジニアに聞【き】いてください。,シニアエンジニアに聞【き】いてください。,Career - Senior,polite,senior,"<ruby class=""vocab"">シニア<rt><span class=""pitch-h"">し</span><span class=""pitch-l"">に</span><span class=""pitch-l"">あ</span></rt></ruby>",
まだジュニアデベロッパーです。,I'm still a junior dev.,ジュニア,まだジュニアデベロッパーです。,まだジュニアデベロッパーです。,Career - Junior,polite,junior,"<ruby class=""vocab"">ジュニア<rt><span class=""pitch-h"">じゅ</span><span class=""pitch-l"">に</span><span class=""pitch-l"">あ</span></rt></ruby>",
良いメンターを見つけてください。,Find a good mentor.,メンター,良【よ】いメンターを見【み】つけてください。,良【よ】いメンターを見【み】つけてください。,Career - Mentor,polite,mentor,"<ruby class=""vocab"">メンター<rt><span class=""pitch-h"">め</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">た</span><span class=""pitch-l"">ー</span></rt></ruby>",
新入社員のメンティーがいます。,I'm mentoring a new hire.,メンティー,新入社員【しんにゅうしゃいん】のメンティーがいます。,新入社員【しんにゅうしゃいん】のメンティーが、います。,Career - Mentee,polite,maintenance,"<span class=""vocab"">メンティー</span>",
オンボーディングは2週間かかります。,Onboarding takes two weeks.,オンボーディング,オンボーディングは2週間【しゅうかん】かかります。,オンボーディングは2週間【しゅうかん】かかります。,Career - Onboarding,polite,onboarding,"<span class=""vocab"">オンボーディング</span>",
まだコードベースに立ち上がり中です。,Still ramping up on the codebase.,立ち上がり,まだコードベースに立【た】ち上【あ】がり中【ちゅう】です。,まだコードベースに立【た】ち上【あ】が、り中【ちゅう】です。,Career - Onboarding,polite,startup,"<ruby class=""vocab"">立ち上がり<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">ち</span><span class=""pitch-h"">あ</span><span class=""pitch-h"">が</span><span class=""pitch-h"">り</span></rt></ruby>",
パフォーマンスレビューが近づいています。,Performance review is coming.,パフォーマンス,パフォーマンスレビューが近【ちか】づいています。,パフォーマンスレビューが近【ちか】づいています。,Career - Performance,polite,performance,"<ruby class=""vocab"">パフォーマンス<rt><span class=""pitch-l"">ぱ</span><span class=""pitch-h"">ふぉ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ま</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">す</span></rt></ruby>",
年次レビューは来月です。,My annual review is next month.,レビュー,年次【ねんじ】レビューは来月【らいげつ】です。,年次【ねんじ】レビューは来月【らいげつ】です。,Career - Review,polite,review,"<ruby class=""vocab"">レビュー<rt><span class=""pitch-h"">れ</span><span class=""pitch-l"">びゅ</span><span class=""pitch-l"">ー</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for レビュー (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>レビューする</td></tr><tr><td>Polite ます形</td><td>レビューします</td></tr><tr><td>Polite Negative ません形</td><td>レビューしません</td></tr><tr><td>Te-form て形</td><td>レビューして</td></tr><tr><td>Polite Past ました形</td><td>レビューしました</td></tr><tr><td>Progressive ている形</td><td>レビューしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>レビューできる</td></tr><tr><td>Passive 受身形</td><td>レビューされる</td></tr><tr><td>Conditional たら形</td><td>レビューしたら</td></tr><tr><td>Volitional 意向形</td><td>レビューしよう</td></tr><tr><td>Should べき形</td><td>レビューすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>レビューなさる</td></tr><tr><td>Humble 謙譲語</td><td>レビューいたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
建設的なフィードバックを与えてください。,Give constructive feedback.,フィードバック,建設的【けんせつてき】なフィードバックを与【あた】えてください。,建設的【けんせつてき】なフィードバックを与【あた】えてください。,Career - Feedback,polite,feedback,"<ruby class=""vocab"">フィードバック<rt><span class=""pitch-l"">ふぃ</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">ど</span><span class=""pitch-h"">ば</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">く</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for フィードバック (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>フィードバックする</td></tr><tr><td>Polite ます形</td><td>フィードバックします</td></tr><tr><td>Polite Negative ません形</td><td>フィードバックしません</td></tr><tr><td>Te-form て形</td><td>フィードバックして</td></tr><tr><td>Polite Past ました形</td><td>フィードバックしました</td></tr><tr><td>Progressive ている形</td><td>フィードバックしています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>フィードバックできる</td></tr><tr><td>Passive 受身形</td><td>フィードバックされる</td></tr><tr><td>Conditional たら形</td><td>フィードバックしたら</td></tr><tr><td>Volitional 意向形</td><td>フィードバックしよう</td></tr><tr><td>Should べき形</td><td>フィードバックすべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>フィードバックなさる</td></tr><tr><td>Humble 謙譲語</td><td>フィードバックいたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
成長に集中してください。,Focus on your growth.,成長,成長【せいちょう】に集中【しゅうちゅう】してください。,成長【せいちょう】に集中【しゅうちゅう】してください。,Career - Growth,polite,grow,"<ruby class=""vocab"">成長<rt><span class=""pitch-l"">せ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ちょ</span><span class=""pitch-h"">う</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 成長 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>成長する</td></tr><tr><td>Polite ます形</td><td>成長します</td></tr><tr><td>Polite Negative ません形</td><td>成長しません</td></tr><tr><td>Te-form て形</td><td>成長して</td></tr><tr><td>Polite Past ました形</td><td>成長しました</td></tr><tr><td>Progressive ている形</td><td>成長しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>成長できる</td></tr><tr><td>Passive 受身形</td><td>成長される</td></tr><tr><td>Conditional たら形</td><td>成長したら</td></tr><tr><td>Volitional 意向形</td><td>成長しよう</td></tr><tr><td>Should べき形</td><td>成長すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>成長なさる</td></tr><tr><td>Humble 謙譲語</td><td>成長いたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
新しいスキルを身につけてください。,Develop new skills.,スキル,新【あたら】しいスキルを身【み】につけてください。,新【あたら】しいスキルを身【み】につけてください。,Career - Skill,polite,skill,"<ruby class=""vocab"">スキル<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">き</span><span class=""pitch-l"">る</span></rt></ruby>",
自分の強みを活かしてください。,Play to your strengths.,強み,自分【じぶん】の強【つよ】みを活【い】かしてください。,自分【じぶん】の強【つよ】みを活【い】かしてください。,Career - Strength,polite,strength,"<ruby class=""vocab"">強み<rt><span class=""pitch-l"">つ</span><span class=""pitch-h"">よ</span><span class=""pitch-h"">み</span></rt></ruby>",
弱みを改善してください。,Work on your weaknesses.,弱み,弱【よわ】みを改善【かいぜん】してください。,弱【よわ】みを改善【かいぜん】してください。,Career - Weakness,polite,weakness,"<ruby class=""vocab"">弱み<rt><span class=""pitch-l"">よ</span><span class=""pitch-h"">わ</span><span class=""pitch-h"">み</span></rt></ruby>",
あなたの目標は何ですか？,What are your goals?,目標,あなたの目標【もくひょう】は何【なん】ですか？,あなたの目標【もくひょう】は何【なん】ですか？,Career - Goal,polite,goal,"<ruby class=""vocab"">目標<rt><span class=""pitch-l"">も</span><span class=""pitch-h"">く</span><span class=""pitch-h"">ひょ</span><span class=""pitch-h"">う</span></rt></ruby>",
明確な目標を設定してください。,Set clear objectives.,目標,明確【めいかく】な目標【もくひょう】を設定【せってい】してください。,明確【めいかく】な目標【もくひょう】を設定【せってい】してください。,Career - Objective,polite,goal,"<ruby class=""vocab"">目標<rt><span class=""pitch-l"">も</span><span class=""pitch-h"">く</span><span class=""pitch-h"">ひょ</span><span class=""pitch-h"">う</span></rt></ruby>",
OKRを更新してください。,Update your OKRs.,OKR,OKRを更新【こうしん】してください。,OKRを更新【こうしん】してください。,Career - OKR,polite,OKR,"<span class=""vocab"">OKR</span>",
KPIを追跡してください。,Track the KPIs.,KPI,KPIを追跡【ついせき】してください。,KPIを追跡【ついせき】してください。,Career - KPI,polite,KPI,"<span class=""vocab"">KPI</span>",
昇進に向けて頑張っています。,Working toward promotion.,昇進,昇進【しょうしん】に向【む】けて頑張【がんば】っています。,昇進【しょうしん】に向【む】けて頑張【が、んば】っています。,Career - Promotion,polite,promotion,"<ruby class=""vocab"">昇進<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">し</span><span class=""pitch-h"">ん</span></rt></ruby>","<details class=""conjugation-section""><summary>Conjugations for 昇進 (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>昇進する</td></tr><tr><td>Polite ます形</td><td>昇進します</td></tr><tr><td>Polite Negative ません形</td><td>昇進しません</td></tr><tr><td>Te-form て形</td><td>昇進して</td></tr><tr><td>Polite Past ました形</td><td>昇進しました</td></tr><tr><td>Progressive ている形</td><td>昇進しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>昇進できる</td></tr><tr><td>Passive 受身形</td><td>昇進される</td></tr><tr><td>Conditional たら形</td><td>昇進したら</td></tr><tr><td>Volitional 意向形</td><td>昇進しよう</td></tr><tr><td>Should べき形</td><td>昇進すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>昇進なさる</td></tr><tr><td>Humble 謙譲語</td><td>昇進いたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
このロールはどのレベルですか？,What level is this role?,レベル,このロールはどのレベルですか？,このロールはどのレベルですか？,Career - Level,polite,level,"<ruby class=""vocab"">レベル<rt><span class=""pitch-h"">れ</span><span class=""pitch-l"">べ</span><span class=""pitch-l"">る</span></rt></ruby>",
役職はあまり重要ではありません。,Job title doesn't matter much.,タイトル,役職【やくしょく】はあまり重要【じゅうよう】ではありません。,役職【やくしょく】はあまり重要【じゅうよう】ではありません。,Career - Title,polite,title,"<ruby class=""vocab"">タイトル<rt><span class=""pitch-h"">た</span><span class=""pitch-l"">い</span><span class=""pitch-l"">と</span><span class=""pitch-l"">る</span></rt></ruby>",
責任をオーナーシップしてください。,Take ownership of responsibilities.,責任,責任【せきにん】をオーナーシップしてください。,責任【せきにん】をオーナーシップしてください。,Career - Responsibility,polite,responsibility,"<ruby class=""vocab"">責任<rt><span class=""pitch-l"">せ</span><span class=""pitch-h"">き</span><span class=""pitch-h"">に</span><span class=""pitch-h"">ん</span></rt></ruby>",
このプロジェクトのオーナーシップを持ってください。,Take ownership of this project.,オーナーシップ,このプロジェクトのオーナーシップを持【も】ってください。,このプロジェクトのオーナーシップを持【も】ってください。,Career - Ownership,polite,ownership,"<span class=""vocab"">オーナーシップ</span>",
主導権を発揮してください。,Show initiative.,主導権,主導権【しゅどうけん】を発揮【はっき】してください。,主導権【しゅどうけん】を発揮【はっき】してください。,Career - Initiative,polite,initiative,"<ruby class=""vocab"">主導権<rt>しゅどうけん</rt></ruby>",
問題に対して積極的になってください。,Be proactive about issues.,積極的,問題【もんだい】に対【たい】して積極的【せっきょくてき】になってください。,問題【もんだい】に対【たい】して積極的【せっきょくてき】になってください。,Career - Proactive,polite,proactive,"<ruby class=""vocab"">積極的<rt>せっきょくてき</rt></ruby>",
他のチームと協力してください。,Collaborate with other teams.,協力する,他【ほか】のチームと協力【きょうりょく】してください。,他【ほか】のチームと協力【きょうりょく】してください。,Career - Collaboration,polite,cooperate,"<span class=""vocab"">協力する</span>","<details class=""conjugation-section""><summary>Conjugations for 協力する (する動詞)</summary><table class=""conjugation-table""><tr><th colspan=""2"">Basic Forms</th></tr><tr><td>Dictionary 辞書形</td><td>協力する</td></tr><tr><td>Polite ます形</td><td>協力します</td></tr><tr><td>Polite Negative ません形</td><td>協力しません</td></tr><tr><td>Te-form て形</td><td>協力して</td></tr><tr><td>Polite Past ました形</td><td>協力しました</td></tr><tr><td>Progressive ている形</td><td>協力しています</td></tr><tr><th colspan=""2"">Advanced Forms</th></tr><tr><td>Potential 可能形</td><td>協力できる</td></tr><tr><td>Passive 受身形</td><td>協力される</td></tr><tr><td>Conditional たら形</td><td>協力したら</td></tr><tr><td>Volitional 意向形</td><td>協力しよう</td></tr><tr><td>Should べき形</td><td>協力すべき</td></tr><tr><th colspan=""2"">Keigo 敬語</th></tr><tr><td>Respectful 尊敬語</td><td>協力なさる</td></tr><tr><td>Humble 謙譲語</td><td>協力いたす</td></tr></table><table class=""conjugation-table te-table""><tr><th colspan=""2"">て形 Compounds</th></tr><tr><td>～てください</td><td>Please do (request)</td></tr><tr><td>～ています</td><td>Ongoing / resultant state</td></tr><tr><td>～ておく</td><td>Do in advance</td></tr><tr><td>～ていただく</td><td>Receive the favor of (humble request)</td></tr><tr><td>～てしまう</td><td>Completed (sometimes regrettable)</td></tr><tr><td>～てもらう</td><td>Have someone do</td></tr></table></details>"
